expected_note,root_hz,harmonic_index,theoretical_hz,theoretical_token,lower_hz_tolerance,upper_hz_tolerance,lower_token_tolerance,upper_token_tolerance
8.4-,155.56349186104046,4,622.2539674441618,A.4'-,610.3876388373318,634.3509851174898,A.4'a5,A.4'i5
8.4-,155.56349186104046,5,777.8174593052023,A.8'a3,762.9845485466648,792.9387313968623,A.8'a7,A.8'i3
8.4-,155.56349186104046,6,933.3809511662428,A.B'-,915.5814582559977,951.5264776762348,A.B'a5,A.B'i5
8.4-,155.56349186104046,7,1088.9444430272833,B.2'a5,1068.1783679653308,1110.1142239556073,B.1'i5,B.2'-
8.4-,155.56349186104046,8,1244.5079348883237,B.4'-,1220.7752776746636,1268.7019702349796,B.4'a5,B.4'i5
8.4-,155.56349186104046,9,1400.071426749364,B.6'-,1373.3721873839966,1427.289716514352,B.6'a5,B.6'i5
8.4-,155.56349186104046,10,1555.6349186104046,B.8'a3,1525.9690970933295,1585.8774627937246,B.8'a7,B.8'i3
8.4-,155.56349186104046,11,1711.1984104714452,B.A'a7,1678.5660068026627,1744.4652090730972,B.9'i3,B.A'a3
8.4-,155.56349186104046,12,1866.7619023324855,B.B'-,1831.1629165119955,1903.0529553524696,B.B'a5,B.B'i5
8.5-,164.81377845643496,1,164.81377845643496,8.5'-,161.67079415031588,168.01786440061073,8.5'a5,8.5'i5
8.5-,164.81377845643496,2,329.6275569128699,9.5'-,323.34158830063177,336.03572880122147,9.5'a5,9.5'i5
8.5-,164.81377845643496,3,494.44133536930485,9.C'-,485.0123824509476,504.0535932018322,9.C'a5,9.C'i5
8.5-,164.81377845643496,4,659.2551138257398,A.5'-,646.6831766012635,672.0714576024429,A.5'a5,A.5'i5
8.5-,164.81377845643496,5,824.0688922821748,A.9'a3,808.3539707515794,840.0893220030538,A.9'a7,A.9'i3
8.5-,164.81377845643496,6,988.8826707386097,A.C'-,970.0247649018952,1008.1071864036644,A.C'a5,A.C'i5
8.5-,164.81377845643496,7,1153.6964491950448,B.3'a5,1131.6955590522111,1176.1250508042754,B.2'i5,B.3'-
8.5-,164.81377845643496,8,1318.5102276514797,B.5'-,1293.366353202527,1344.1429152048859,B.5'a5,B.5'i5
8.5-,164.81377845643496,9,1483.3240061079146,B.7'-,1455.0371473528428,1512.1607796054966,B.7'a5,B.7'i5
8.5-,164.81377845643496,10,1648.1377845643497,B.9'a3,1616.7079415031587,1680.1786440061076,B.9'a7,B.9'i3
8.5-,164.81377845643496,11,1812.9515630207845,B.B'a7,1778.3787356534747,1848.196508406718,B.A'i3,B.B'a3
8.5-,164.81377845643496,12,1977.7653414772194,B.C'-,1940.0495298037904,2016.2143728073288,B.C'a5,B.C'i5
8.6-,174.61411571650194,1,174.61411571650194,8.6'-,171.28423983801832,178.00872652551155,8.6'a5,8.6'i5
8.6-,174.61411571650194,2,349.2282314330039,9.6'-,342.56847967603665,356.0174530510231,9.6'a5,9.6'i5
8.6-,174.61411571650194,3,523.8423471495058,A.1'-,513.8527195140549,534.0261795765347,A.1'a5,A.1'i5
8.6-,174.61411571650194,4,698.4564628660078,A.6'-,685.1369593520733,712.0349061020462,A.6'a5,A.6'i5
8.6-,174.61411571650194,5,873.0705785825097,A.A'a3,856.4211991900916,890.0436326275577,A.A'a7,A.A'i3
8.6-,174.61411571650194,6,1047.6846942990117,B.1'-,1027.7054390281098,1068.0523591530693,B.1'a5,B.1'i5
8.6-,174.61411571650194,7,1222.2988100155135,B.4'a5,1198.989678866128,1246.0610856785806,B.3'i5,B.4'-
8.6-,174.61411571650194,8,1396.9129257320155,B.6'-,1370.2739187041466,1424.0698122040924,B.6'a5,B.6'i5
8.6-,174.61411571650194,9,1571.5270414485176,B.8'-,1541.5581585421648,1602.078538729604,B.8'a5,B.8'i5
8.6-,174.61411571650194,10,1746.1411571650194,B.A'a3,1712.842398380183,1780.0872652551154,B.A'a7,B.A'i3
8.6-,174.61411571650194,11,1920.7552728815213,B.C'a7,1884.1266382182014,1958.095991780627,B.B'i3,B.C'a3
8.6-,174.61411571650194,12,2095.3693885980233,C.1'-,2055.4108780562196,2136.1047183061387,C.1'a5,C.1'i5
8.7-,184.9972113558172,1,184.9972113558172,8.7'-,181.46933075376657,188.593676227676,8.7'a5,8.7'i5
8.7-,184.9972113558172,2,369.9944227116344,9.7'-,362.93866150753314,377.187352455352,9.7'a5,9.7'i5
8.7-,184.9972113558172,3,554.9916340674516,A.2'-,544.4079922612997,565.7810286830281,A.2'a5,A.2'i5
8.7-,184.9972113558172,4,739.9888454232688,A.7'-,725.8773230150663,754.374704910704,A.7'a5,A.7'i5
8.7-,184.9972113558172,5,924.986056779086,A.B'a3,907.3466537688328,942.9683811383801,A.B'a7,A.B'i3
8.7-,184.9972113558172,6,1109.9832681349033,B.2'-,1088.8159845225994,1131.5620573660563,B.2'a5,B.2'i5
8.7-,184.9972113558172,7,1294.9804794907204,B.5'a5,1270.285315276366,1320.1557335937323,B.4'i5,B.5'-
8.7-,184.9972113558172,8,1479.9776908465376,B.7'-,1451.7546460301326,1508.749409821408,B.7'a5,B.7'i5
8.7-,184.9972113558172,9,1664.9749022023548,B.9'-,1633.223976783899,1697.3430860490841,B.9'a5,B.9'i5
8.7-,184.9972113558172,10,1849.972113558172,B.B'a3,1814.6933075376655,1885.9367622767602,B.B'a7,B.B'i3
8.7-,184.9972113558172,11,2034.969324913989,C.1'a7,1996.1626382914321,2074.530438504436,B.C'i3,C.1'a3
8.7-,184.9972113558172,12,2219.9665362698065,C.2'-,2177.6319690451987,2263.1241147321125,C.2'a5,C.2'i5
8.8-,195.99771799087463,1,195.99771799087463,8.8'-,192.26005869169592,199.80803979276868,8.8'a5,8.8'i5
8.8-,195.99771799087463,2,391.99543598174927,9.8'-,384.52011738339183,399.61607958553736,9.8'a5,9.8'i5
8.8-,195.99771799087463,3,587.9931539726239,A.3'-,576.7801760750878,599.424119378306,A.3'a5,A.3'i5
8.8-,195.99771799087463,4,783.9908719634985,A.8'-,769.0402347667837,799.2321591710747,A.8'a5,A.8'i5
8.8-,195.99771799087463,5,979.9885899543732,A.C'a3,961.3002934584797,999.0401989638435,A.C'a7,A.C'i3
8.8-,195.99771799087463,6,1175.9863079452477,B.3'-,1153.5603521501755,1198.848238756612,B.3'a5,B.3'i5
8.8-,195.99771799087463,7,1371.9840259361224,B.6'a5,1345.8204108418715,1398.6562785493809,B.5'i5,B.6'-
8.8-,195.99771799087463,8,1567.981743926997,B.8'-,1538.0804695335673,1598.4643183421495,B.8'a5,B.8'i5
8.8-,195.99771799087463,9,1763.9794619178717,B.A'-,1730.3405282252634,1798.2723581349182,B.A'a5,B.A'i5
8.8-,195.99771799087463,10,1959.9771799087464,B.C'a3,1922.6005869169594,1998.080397927687,B.C'a7,B.C'i3
8.8-,195.99771799087463,11,2155.974897899621,C.2'a7,2114.860645608655,2197.8884377204554,C.1'i3,C.2'a3
8.8-,195.99771799087463,12,2351.9726158904955,C.3'-,2307.120704300351,2397.696477513224,C.3'a5,C.3'i5
8.9-,207.65234878997256,1,207.65234878997256,8.9'-,203.6924367032039,211.68924411671193,8.9'a5,8.9'i5
8.9-,207.65234878997256,2,415.3046975799451,9.9'-,407.3848734064078,423.37848823342387,9.9'a5,9.9'i5
8.9-,207.65234878997256,3,622.9570463699176,A.4'-,611.0773101096116,635.0677323501357,A.4'a5,A.4'i5
8.9-,207.65234878997256,4,830.6093951598903,A.9'-,814.7697468128156,846.7569764668477,A.9'a5,A.9'i5
8.9-,207.65234878997256,5,1038.2617439498629,B.1'a3,1018.4621835160195,1058.4462205835596,B.1'a7,B.1'i3
8.9-,207.65234878997256,6,1245.9140927398353,B.4'-,1222.1546202192233,1270.1354647002713,B.4'a5,B.4'i5
8.9-,207.65234878997256,7,1453.566441529808,B.7'a5,1425.8470569224273,1481.8247088169835,B.6'i5,B.7'-
8.9-,207.65234878997256,8,1661.2187903197805,B.9'-,1629.5394936256312,1693.5139529336955,B.9'a5,B.9'i5
8.9-,207.65234878997256,9,1868.8711391097531,B.B'-,1833.2319303288352,1905.2031970504074,B.B'a5,B.B'i5
8.9-,207.65234878997256,10,2076.5234878997258,C.1'a3,2036.924367032039,2116.892441167119,C.1'a7,C.1'i3
8.9-,207.65234878997256,11,2284.1758366896984,C.3'a7,2240.616803735243,2328.581685283831,C.2'i3,C.3'a3
8.9-,207.65234878997256,12,2491.8281854796705,C.4'-,2444.3092404384465,2540.2709294005426,C.4'a5,C.4'i5
8.A-,220.0,1,220.0,8.A'-,215.8046192871613,224.27694161447187,8.A'a5,8.A'i5
8.A-,220.0,2,440.0,9.A'-,431.6092385743226,448.55388322894373,9.A'a5,9.A'i5
8.A-,220.0,3,660.0,A.5'-,647.4138578614838,672.8308248434156,A.5'a5,A.5'i5
8.A-,220.0,4,880.0,A.A'-,863.2184771486452,897.1077664578875,A.A'a5,A.A'i5
8.A-,220.0,5,1100.0,B.2'a3,1079.0230964358066,1121.3847080723592,B.2'a7,B.2'i3
8.A-,220.0,6,1320.0,B.5'-,1294.8277157229677,1345.6616496868312,B.5'a5,B.5'i5
8.A-,220.0,7,1540.0,B.8'a5,1510.632335010129,1569.938591301303,B.7'i5,B.8'-
8.A-,220.0,8,1760.0,B.A'-,1726.4369542972904,1794.215532915775,B.A'a5,B.A'i5
8.A-,220.0,9,1980.0,B.C'-,1942.2415735844518,2018.4924745302467,B.C'a5,B.C'i5
8.A-,220.0,10,2200.0,C.2'a3,2158.046192871613,2242.7694161447184,C.2'a7,C.2'i3
8.A-,220.0,11,2420.0,C.4'a7,2373.8508121587743,2467.0463577591904,C.3'i3,C.4'a3
8.A-,220.0,12,2640.0,C.5'-,2589.6554314459354,2691.3232993736624,C.5'a5,C.5'i5
8.B-,233.08188075904496,1,233.08188075904496,8.B'-,228.63702972700557,237.61314255630737,8.B'a5,8.B'i5
8.B-,233.08188075904496,2,466.1637615180899,9.B'-,457.27405945401114,475.22628511261473,9.B'a5,9.B'i5
8.B-,233.08188075904496,3,699.245642277135,A.6'-,685.9110891810168,712.8394276689221,A.6'a5,A.6'i5
8.B-,233.08188075904496,4,932.3275230361799,A.B'-,914.5481189080223,950.4525702252295,A.B'a5,A.B'i5
8.B-,233.08188075904496,5,1165.4094037952248,B.3'a3,1143.1851486350279,1188.0657127815368,B.3'a7,B.3'i3
8.B-,233.08188075904496,6,1398.49128455427,B.6'-,1371.8221783620336,1425.6788553378442,B.6'a5,B.6'i5
8.B-,233.08188075904496,7,1631.5731653133148,B.9'a5,1600.459208089039,1663.2919978941516,B.8'i5,B.9'-
8.B-,233.08188075904496,8,1864.6550460723597,B.B'-,1829.0962378160445,1900.905140450459,B.B'a5,B.B'i5
8.B-,233.08188075904496,9,2097.7369268314046,C.1'-,2057.73326754305,2138.518283006766,C.1'a5,C.1'i5
8.B-,233.08188075904496,10,2330.8188075904495,C.3'a3,2286.3702972700557,2376.1314255630737,C.3'a7,C.3'i3
8.B-,233.08188075904496,11,2563.9006883494944,C.5'a7,2515.007326997061,2613.744568119381,C.4'i3,C.5'a3
8.B-,233.08188075904496,12,2796.98256910854,C.6'-,2743.644356724067,2851.3577106756884,C.6'a5,C.6'i5
8.C-,246.94165062806206,1,246.94165062806206,8.C'-,242.23249499969148,251.74235527314175,8.C'a5,8.C'i5
8.C-,246.94165062806206,2,493.8833012561241,9.C'-,484.46498999938296,503.4847105462835,9.C'a5,9.C'i5
8.C-,246.94165062806206,3,740.8249518841862,A.7'-,726.6974849990745,755.2270658194253,A.7'a5,A.7'i5
8.C-,246.94165062806206,4,987.7666025122483,A.C'-,968.9299799987659,1006.969421092567,A.C'a5,A.C'i5
8.C-,246.94165062806206,5,1234.7082531403103,B.4'a3,1211.1624749984574,1258.7117763657086,B.4'a7,B.4'i3
8.C-,246.94165062806206,6,1481.6499037683725,B.7'-,1453.394969998149,1510.4541316388506,B.7'a5,B.7'i5
8.C-,246.94165062806206,7,1728.5915543964345,B.A'a5,1695.6274649978404,1762.1964869119922,B.9'i5,B.A'-
8.C-,246.94165062806206,8,1975.5332050244965,B.C'-,1937.8599599975319,2013.938842185134,B.C'a5,B.C'i5
8.C-,246.94165062806206,9,2222.4748556525587,C.2'-,2180.0924549972237,2265.681197458276,C.2'a5,C.2'i5
8.C-,246.94165062806206,10,2469.4165062806205,C.4'a3,2422.3249499969147,2517.423552731417,C.4'a7,C.4'i3
8.C-,246.94165062806206,11,2716.3581569086828,C.6'a7,2664.5574449966066,2769.1659080045592,C.5'i3,C.6'a3
8.C-,246.94165062806206,12,2963.299807536745,C.7'-,2906.789939996298,3020.9082632777013,C.7'a5,C.7'i5
9.1-,261.6255653005986,1,261.6255653005986,9.1'-,256.63638870674566,266.7117346989798,9.1'a5,9.1'i5
9.1-,261.6255653005986,2,523.2511306011972,A.1'-,513.2727774134913,533.4234693979596,A.1'a5,A.1'i5
9.1-,261.6255653005986,3,784.8766959017959,A.8'-,769.9091661202369,800.1352040969393,A.8'a5,A.8'i5
9.1-,261.6255653005986,4,1046.5022612023945,B.1'-,1026.5455548269827,1066.8469387959192,B.1'a5,B.1'i5
9.1-,261.6255653005986,5,1308.1278265029932,B.5'a3,1283.1819435337284,1333.558673494899,B.5'a7,B.5'i3
9.1-,261.6255653005986,6,1569.7533918035917,B.8'-,1539.8183322404739,1600.2704081938787,B.8'a5,B.8'i5
9.1-,261.6255653005986,7,1831.3789571041902,B.B'a5,1796.4547209472194,1866.9821428928583,B.A'i5,B.B'-
9.1-,261.6255653005986,8,2093.004522404789,C.1'-,2053.0911096539653,2133.6938775918384,C.1'a5,C.1'i5
9.1-,261.6255653005986,9,2354.6300877053877,C.3'-,2309.727498360711,2400.405612290818,C.3'a5,C.3'i5
9.1-,261.6255653005986,10,2616.2556530059865,C.5'a3,2566.3638870674567,2667.117346989798,C.5'a7,C.5'i3
9.1-,261.6255653005986,11,2877.8812183065847,C.7'a7,2823.0002757742022,2933.8290816887775,C.6'i3,C.7'a3
9.1-,261.6255653005986,12,3139.5067836071835,C.8'-,3079.6366644809477,3200.5408163877573,C.8'a5,C.8'i5
9.2-,277.1826309768721,1,277.1826309768721,9.2'-,271.89678250444365,282.57123974611653,9.2'a5,9.2'i5
9.2-,277.1826309768721,2,554.3652619537442,A.2'-,543.7935650088873,565.1424794922331,A.2'a5,A.2'i5
9.2-,277.1826309768721,3,831.5478929306162,A.9'-,815.6903475133308,847.7137192383495,A.9'a5,A.9'i5
9.2-,277.1826309768721,4,1108.7305239074883,B.2'-,1087.5871300177746,1130.2849589844661,B.2'a5,B.2'i5
9.2-,277.1826309768721,5,1385.9131548843604,B.6'a3,1359.4839125222181,1412.8561987305827,B.6'a7,B.6'i3
9.2-,277.1826309768721,6,1663.0957858612323,B.9'-,1631.3806950266617,1695.427438476699,B.9'a5,B.9'i5
9.2-,277.1826309768721,7,1940.2784168381045,B.C'a5,1903.2774775311054,1977.9986782228157,B.B'i5,B.C'-
9.2-,277.1826309768721,8,2217.4610478149766,C.2'-,2175.174260035549,2260.5699179689323,C.2'a5,C.2'i5
9.2-,277.1826309768721,9,2494.6436787918487,C.4'-,2447.071042539993,2543.141157715049,C.4'a5,C.4'i5
9.2-,277.1826309768721,10,2771.826309768721,C.6'a3,2718.9678250444363,2825.7123974611654,C.6'a7,C.6'i3
9.2-,277.1826309768721,11,3049.008940745593,C.8'a7,2990.86460754888,3108.283637207282,C.7'i3,C.8'a3
9.2-,277.1826309768721,12,3326.1915717224647,C.9'-,3262.7613900533233,3390.854876953398,C.9'a5,C.9'i5
9.3-,293.6647679174076,1,293.6647679174076,9.3'-,288.06460653849416,299.37380003836296,9.3'a5,9.3'i5
9.3-,293.6647679174076,2,587.3295358348151,A.3'-,576.1292130769883,598.7476000767259,A.3'a5,A.3'i5
9.3-,293.6647679174076,3,880.9943037522228,A.A'-,864.1938196154827,898.1214001150889,A.A'a5,A.A'i5
9.3-,293.6647679174076,4,1174.6590716696303,B.3'-,1152.2584261539766,1197.4952001534518,B.3'a5,B.3'i5
9.3-,293.6647679174076,5,1468.3238395870378,B.7'a3,1440.3230326924709,1496.8690001918146,B.7'a7,B.7'i3
9.3-,293.6647679174076,6,1761.9886075044456,B.A'-,1728.3876392309653,1796.2428002301779,B.A'a5,B.A'i5
9.3-,293.6647679174076,7,2055.653375421853,C.1'a5,2016.4522457694593,2095.616600268541,B.C'i5,C.1'-
9.3-,293.6647679174076,8,2349.3181433392606,C.3'-,2304.5168523079533,2394.9904003069037,C.3'a5,C.3'i5
9.3-,293.6647679174076,9,2642.982911256668,C.5'-,2592.5814588464477,2694.3642003452665,C.5'a5,C.5'i5
9.3-,293.6647679174076,10,2936.6476791740756,C.7'a3,2880.6460653849417,2993.7380003836292,C.7'a7,C.7'i3
9.3-,293.6647679174076,11,3230.312447091483,C.9'a7,3168.7106719234357,3293.111800421992,C.8'i3,C.9'a3
9.3-,293.6647679174076,12,3523.977215008891,C.A'-,3456.7752784619306,3592.4856004603557,C.A'a5,C.A'i5
9.4-,311.1269837220809,1,311.1269837220809,9.4'-,305.1938194186659,317.1754925587449,9.4'a5,9.4'i5
9.4-,311.1269837220809,2,622.2539674441618,A.4'-,610.3876388373318,634.3509851174898,A.4'a5,A.4'i5
9.4-,311.1269837220809,3,933.3809511662428,A.B'-,915.5814582559977,951.5264776762348,A.B'a5,A.B'i5
9.4-,311.1269837220809,4,1244.5079348883237,B.4'-,1220.7752776746636,1268.7019702349796,B.4'a5,B.4'i5
9.4-,311.1269837220809,5,1555.6349186104046,B.8'a3,1525.9690970933295,1585.8774627937246,B.8'a7,B.8'i3
9.4-,311.1269837220809,6,1866.7619023324855,B.B'-,1831.1629165119955,1903.0529553524696,B.B'a5,B.B'i5
9.4-,311.1269837220809,7,2177.8888860545667,C.2'a5,2136.3567359306617,2220.2284479112145,C.1'i5,C.2'-
9.4-,311.1269837220809,8,2489.0158697766474,C.4'-,2441.550555349327,2537.4039404699593,C.4'a5,C.4'i5
9.4-,311.1269837220809,9,2800.142853498728,C.6'-,2746.744374767993,2854.579433028704,C.6'a5,C.6'i5
9.4-,311.1269837220809,10,3111.269837220809,C.8'a3,3051.938194186659,3171.754925587449,C.8'a7,C.8'i3
9.4-,311.1269837220809,11,3422.3968209428904,C.A'a7,3357.1320136053255,3488.9304181461944,C.9'i3,C.A'a3
9.4-,311.1269837220809,12,3733.523804664971,C.B'-,3662.325833023991,3806.105910704939,C.B'a5,C.B'i5
9.5-,329.6275569128699,1,329.6275569128699,9.5'-,323.34158830063177,336.03572880122147,9.5'a5,9.5'i5
9.5-,329.6275569128699,2,659.2551138257398,A.5'-,646.6831766012635,672.0714576024429,A.5'a5,A.5'i5
9.5-,329.6275569128699,3,988.8826707386097,A.C'-,970.0247649018952,1008.1071864036644,A.C'a5,A.C'i5
9.5-,329.6275569128699,4,1318.5102276514797,B.5'-,1293.366353202527,1344.1429152048859,B.5'a5,B.5'i5
9.5-,329.6275569128699,5,1648.1377845643497,B.9'a3,1616.7079415031587,1680.1786440061076,B.9'a7,B.9'i3
9.5-,329.6275569128699,6,1977.7653414772194,B.C'-,1940.0495298037904,2016.2143728073288,B.C'a5,B.C'i5
9.5-,329.6275569128699,7,2307.3928983900896,C.3'a5,2263.3911181044223,2352.2501016085507,C.2'i5,C.3'-
9.5-,329.6275569128699,8,2637.0204553029594,C.5'-,2586.732706405054,2688.2858304097717,C.5'a5,C.5'i5
9.5-,329.6275569128699,9,2966.648012215829,C.7'-,2910.0742947056856,3024.321559210993,C.7'a5,C.7'i5
9.5-,329.6275569128699,10,3296.2755691286993,C.9'a3,3233.4158830063175,3360.357288012215,C.9'a7,C.9'i3
9.5-,329.6275569128699,11,3625.903126041569,C.B'a7,3556.7574713069494,3696.393016813436,C.A'i3,C.B'a3
9.5-,329.6275569128699,12,3955.530682954439,C.C'-,3880.099059607581,4032.4287456146576,C.C'a5,C.C'i5
9.6-,349.2282314330039,1,349.2282314330039,9.6'-,342.56847967603665,356.0174530510231,9.6'a5,9.6'i5
9.6-,349.2282314330039,2,698.4564628660078,A.6'-,685.1369593520733,712.0349061020462,A.6'a5,A.6'i5
9.6-,349.2282314330039,3,1047.6846942990117,B.1'-,1027.7054390281098,1068.0523591530693,B.1'a5,B.1'i5
9.6-,349.2282314330039,4,1396.9129257320155,B.6'-,1370.2739187041466,1424.0698122040924,B.6'a5,B.6'i5
9.6-,349.2282314330039,5,1746.1411571650194,B.A'a3,1712.842398380183,1780.0872652551154,B.A'a7,B.A'i3
9.6-,349.2282314330039,6,2095.3693885980233,C.1'-,2055.4108780562196,2136.1047183061387,C.1'a5,C.1'i5
9.6-,349.2282314330039,7,2444.597620031027,C.4'a5,2397.979357732256,2492.1221713571613,C.3'i5,C.4'-
9.6-,349.2282314330039,8,2793.825851464031,C.6'-,2740.547837408293,2848.1396244081848,C.6'a5,C.6'i5
9.6-,349.2282314330039,9,3143.054082897035,C.8'-,3083.1163170843297,3204.157077459208,C.8'a5,C.8'i5
9.6-,349.2282314330039,10,3492.282314330039,C.A'a3,3425.684796760366,3560.174530510231,C.A'a7,C.A'i3
9.6-,349.2282314330039,11,3841.5105457630425,C.C'a7,3768.2532764364028,3916.191983561254,C.B'i3,C.C'a3
9.6-,349.2282314330039,12,4190.738777196047,11.1'-,4110.821756112439,4272.209436612277,11.1'a5,11.1'i5
9.7-,369.9944227116344,1,369.9944227116344,9.7'-,362.93866150753314,377.187352455352,9.7'a5,9.7'i5
9.7-,369.9944227116344,2,739.9888454232688,A.7'-,725.8773230150663,754.374704910704,A.7'a5,A.7'i5
9.7-,369.9944227116344,3,1109.9832681349033,B.2'-,1088.8159845225994,1131.5620573660563,B.2'a5,B.2'i5
9.7-,369.9944227116344,4,1479.9776908465376,B.7'-,1451.7546460301326,1508.749409821408,B.7'a5,B.7'i5
9.7-,369.9944227116344,5,1849.972113558172,B.B'a3,1814.6933075376655,1885.9367622767602,B.B'a7,B.B'i3
9.7-,369.9944227116344,6,2219.9665362698065,C.2'-,2177.6319690451987,2263.1241147321125,C.2'a5,C.2'i5
9.7-,369.9944227116344,7,2589.960958981441,C.5'a5,2540.570630552732,2640.3114671874646,C.4'i5,C.5'-
9.7-,369.9944227116344,8,2959.955381693075,C.7'-,2903.509292060265,3017.498819642816,C.7'a5,C.7'i5
9.7-,369.9944227116344,9,3329.9498044047095,C.9'-,3266.447953567798,3394.6861720981683,C.9'a5,C.9'i5
9.7-,369.9944227116344,10,3699.944227116344,C.B'a3,3629.386615075331,3771.8735245535204,C.B'a7,C.B'i3
9.7-,369.9944227116344,11,4069.938649827978,11.1'a7,3992.3252765828643,4149.060877008872,C.C'i3,11.1'a3
9.7-,369.9944227116344,12,4439.933072539613,11.2'-,4355.2639380903975,4526.248229464225,11.2'a5,11.2'i5
9.8-,391.99543598174927,1,391.99543598174927,9.8'-,384.52011738339183,399.61607958553736,9.8'a5,9.8'i5
9.8-,391.99543598174927,2,783.9908719634985,A.8'-,769.0402347667837,799.2321591710747,A.8'a5,A.8'i5
9.8-,391.99543598174927,3,1175.9863079452477,B.3'-,1153.5603521501755,1198.848238756612,B.3'a5,B.3'i5
9.8-,391.99543598174927,4,1567.981743926997,B.8'-,1538.0804695335673,1598.4643183421495,B.8'a5,B.8'i5
9.8-,391.99543598174927,5,1959.9771799087464,B.C'a3,1922.6005869169594,1998.080397927687,B.C'a7,B.C'i3
9.8-,391.99543598174927,6,2351.9726158904955,C.3'-,2307.120704300351,2397.696477513224,C.3'a5,C.3'i5
9.8-,391.99543598174927,7,2743.968051872245,C.6'a5,2691.640821683743,2797.3125570987618,C.5'i5,C.6'-
9.8-,391.99543598174927,8,3135.963487853994,C.8'-,3076.1609390671347,3196.928636684299,C.8'a5,C.8'i5
9.8-,391.99543598174927,9,3527.9589238357435,C.A'-,3460.6810564505267,3596.5447162698365,C.A'a5,C.A'i5
9.8-,391.99543598174927,10,3919.954359817493,C.C'a3,3845.201173833919,3996.160795855374,C.C'a7,C.C'i3
9.8-,391.99543598174927,11,4311.949795799242,11.2'a7,4229.72129121731,4395.776875440911,11.1'i3,11.2'a3
9.8-,391.99543598174927,12,4703.945231780991,11.3'-,4614.241408600702,4795.392955026448,11.3'a5,11.3'i5
9.9-,415.3046975799451,1,415.3046975799451,9.9'-,407.3848734064078,423.37848823342387,9.9'a5,9.9'i5
9.9-,415.3046975799451,2,830.6093951598903,A.9'-,814.7697468128156,846.7569764668477,A.9'a5,A.9'i5
9.9-,415.3046975799451,3,1245.9140927398353,B.4'-,1222.1546202192233,1270.1354647002713,B.4'a5,B.4'i5
9.9-,415.3046975799451,4,1661.2187903197805,B.9'-,1629.5394936256312,1693.5139529336955,B.9'a5,B.9'i5
9.9-,415.3046975799451,5,2076.5234878997258,C.1'a3,2036.924367032039,2116.892441167119,C.1'a7,C.1'i3
9.9-,415.3046975799451,6,2491.8281854796705,C.4'-,2444.3092404384465,2540.2709294005426,C.4'a5,C.4'i5
9.9-,415.3046975799451,7,2907.132883059616,C.7'a5,2851.6941138448547,2963.649417633967,C.6'i5,C.7'-
9.9-,415.3046975799451,8,3322.437580639561,C.9'-,3259.0789872512623,3387.027905867391,C.9'a5,C.9'i5
9.9-,415.3046975799451,9,3737.7422782195063,C.B'-,3666.4638606576705,3810.406394100815,C.B'a5,C.B'i5
9.9-,415.3046975799451,10,4153.0469757994515,11.1'a3,4073.848734064078,4233.784882334238,11.1'a7,11.1'i3
9.9-,415.3046975799451,11,4568.351673379397,11.3'a7,4481.233607470486,4657.163370567662,11.2'i3,11.3'a3
9.9-,415.3046975799451,12,4983.656370959341,11.4'-,4888.618480876893,5080.541858801085,11.4'a5,11.4'i5
9.A-,440.0,1,440.0,9.A'-,431.6092385743226,448.55388322894373,9.A'a5,9.A'i5
9.A-,440.0,2,880.0,A.A'-,863.2184771486452,897.1077664578875,A.A'a5,A.A'i5
9.A-,440.0,3,1320.0,B.5'-,1294.8277157229677,1345.6616496868312,B.5'a5,B.5'i5
9.A-,440.0,4,1760.0,B.A'-,1726.4369542972904,1794.215532915775,B.A'a5,B.A'i5
9.A-,440.0,5,2200.0,C.2'a3,2158.046192871613,2242.7694161447184,C.2'a7,C.2'i3
9.A-,440.0,6,2640.0,C.5'-,2589.6554314459354,2691.3232993736624,C.5'a5,C.5'i5
9.A-,440.0,7,3080.0,C.8'a5,3021.264670020258,3139.877182602606,C.7'i5,C.8'-
9.A-,440.0,8,3520.0,C.A'-,3452.873908594581,3588.43106583155,C.A'a5,C.A'i5
9.A-,440.0,9,3960.0,C.C'-,3884.4831471689035,4036.9849490604934,C.C'a5,C.C'i5
9.A-,440.0,10,4400.0,11.2'a3,4316.092385743226,4485.538832289437,11.2'a7,11.2'i3
9.A-,440.0,11,4840.0,11.4'a7,4747.7016243175485,4934.092715518381,11.3'i3,11.4'a3
9.A-,440.0,12,5280.0,11.5'-,5179.310862891871,5382.646598747325,11.5'a5,11.5'i5
9.B-,466.1637615180899,1,466.1637615180899,9.B'-,457.27405945401114,475.22628511261473,9.B'a5,9.B'i5
9.B-,466.1637615180899,2,932.3275230361799,A.B'-,914.5481189080223,950.4525702252295,A.B'a5,A.B'i5
9.B-,466.1637615180899,3,1398.49128455427,B.6'-,1371.8221783620336,1425.6788553378442,B.6'a5,B.6'i5
9.B-,466.1637615180899,4,1864.6550460723597,B.B'-,1829.0962378160445,1900.905140450459,B.B'a5,B.B'i5
9.B-,466.1637615180899,5,2330.8188075904495,C.3'a3,2286.3702972700557,2376.1314255630737,C.3'a7,C.3'i3
9.B-,466.1637615180899,6,2796.98256910854,C.6'-,2743.644356724067,2851.3577106756884,C.6'a5,C.6'i5
9.B-,466.1637615180899,7,3263.1463306266296,C.9'a5,3200.918416178078,3326.583995788303,C.8'i5,C.9'-
