trace_index,trace_name,material_name,point_index,x_raw,y_raw,z_raw,marker_size_raw,x_scene,y_scene,z_scene,point_radius_scene
0,theory scaled 2D,theory_scaled_2D,0,1.0074149928977276,0.0,0.0,11.0,2.445098610639481,-0.879969005661156,-2.4090625644197066,0.10749758272890289
0,theory scaled 2D,theory_scaled_2D,1,2.018221389974512,0.0,0.0,11.0,3.4559050077162654,-0.879969005661156,-2.4090625644197066,0.10749758272890289
0,theory scaled 2D,theory_scaled_2D,2,-2.4323483519775393,-1.809728854065473,0.0,11.0,-0.9946647342357857,-2.6896978597266292,-2.4090625644197066,0.10749758272890289
0,theory scaled 2D,theory_scaled_2D,3,4.0394720476610795,0.0,0.0,11.0,5.477155665402833,-0.879969005661156,-2.4090625644197066,0.10749758272890289
0,theory scaled 2D,theory_scaled_2D,4,-0.7394680706441341,4.994137092425882,0.0,11.0,0.6982155470976195,4.114168086764726,-2.4090625644197066,0.10749758272890289
0,theory scaled 2D,theory_scaled_2D,5,-4.860254128065214,-3.6161523190127602,0.0,11.0,-3.4225705103234603,-4.496121324673917,-2.4090625644197066,0.10749758272890289
0,theory scaled 2D,theory_scaled_2D,6,3.061775352844224,-6.371527524777776,0.0,11.0,4.4994589705859775,-7.251496530438932,-2.4090625644197066,0.10749758272890289
0,theory scaled 2D,theory_scaled_2D,7,8.07801677272729,0.0,0.0,11.0,9.515700390469043,-0.879969005661156,-2.4090625644197066,0.10749758272890289
0,theory scaled 2D,theory_scaled_2D,8,6.229408618322314,6.6123020971099,0.0,11.0,7.667092236064067,5.732333091448744,-2.4090625644197066,0.10749758272890289
0,theory scaled 2D,theory_scaled_2D,9,-1.4782379581160499,9.983558873108091,0.0,11.0,-0.04055434037429628,9.103589867446935,-2.4090625644197066,0.10749758272890289
0,theory scaled 2D,theory_scaled_2D,10,-10.539370237547393,3.4920589984959647,0.0,11.0,-9.10168661980564,2.6120899928348087,-2.4090625644197066,0.10749758272890289
0,theory scaled 2D,theory_scaled_2D,11,-9.7228476497014,-7.2340452061653435,0.0,11.0,-8.285164031959646,-8.1140142118265,-2.4090625644197066,0.10749758272890289
1,bridge floor drift,bridge_floor_drift,0,1.0074149928977276,0.0,0.0,3.1,2.445098610639481,-0.879969005661156,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,1,1.0072907375612075,0.0041554007669319295,0.0,3.1,2.444974355302961,-0.8758136048942241,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,2,1.0071664822246873,0.008310801533863859,0.0,3.1,2.444850099966441,-0.8716582041272921,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,3,1.0070422268881671,0.01246620230079579,0.0,3.1,2.4447258446299207,-0.8675028033603602,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,4,1.006917971551647,0.016621603067727718,0.0,3.1,2.4446015892934003,-0.8633474025934282,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,5,1.0067937162151268,0.02077700383465965,0.0,3.1,2.4444773339568804,-0.8591920018264964,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,6,1.0066694608786066,0.02493240460159158,0.0,3.1,2.4443530786203604,-0.8550366010595644,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,7,1.0065452055420867,0.029087805368523505,0.0,3.1,2.44422882328384,-0.8508812002926325,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,8,1.0064209502055665,0.033243206135455436,0.0,3.1,2.44410456794732,-0.8467257995257006,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,9,1.0062966948690464,0.03739860690238737,0.0,3.1,2.4439803126108,-0.8425703987587686,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,10,1.0061724395325262,0.0415540076693193,0.0,3.1,2.44385605727428,-0.8384149979918367,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,11,1.006048184196006,0.04570940843625122,0.0,3.1,2.4437318019377594,-0.8342595972249047,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,12,1.005923928859486,0.04986480920318316,0.0,3.1,2.4436075466012395,-0.8301041964579728,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,13,1.0057996735229657,0.054020209970115085,0.0,3.1,2.4434832912647195,-0.825948795691041,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,14,2.018221389974512,0.0,0.0,3.1,3.4559050077162654,-0.879969005661156,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,15,2.0178587755051316,0.010216955853486103,0.0,3.1,3.455542393246885,-0.8697520498076698,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,16,2.017496161035752,0.020433911706972206,0.0,3.1,3.4551797787775054,-0.8595350939541838,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,17,2.0171335465663716,0.030650867560458307,0.0,3.1,3.454817164308125,-0.8493181381006977,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,18,2.0167709320969918,0.04086782341394441,0.0,3.1,3.4544545498387453,-0.8391011822472115,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,19,2.0164083176276115,0.05108477926743051,0.0,3.1,3.454091935369365,-0.8288842263937255,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,20,2.0160457031582313,0.06130173512091661,0.0,3.1,3.453729320899985,-0.8186672705402394,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,21,2.0156830886888515,0.07151869097440271,0.0,3.1,3.453366706430605,-0.8084503146867533,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,22,2.0153204742194712,0.08173564682788882,0.0,3.1,3.453004091961225,-0.7982333588332672,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,23,2.014957859750091,0.09195260268137492,0.0,3.1,3.4526414774918446,-0.788016402979781,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,24,2.014595245280711,0.10216955853486102,0.0,3.1,3.452278863022465,-0.777799447126295,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,25,2.014232630811331,0.11238651438834713,0.0,3.1,3.4519162485530845,-0.7675824912728089,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,26,2.013870016341951,0.12260347024183323,0.0,3.1,3.4515536340837047,-0.7573655354193227,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,27,2.013507401872571,0.13282042609531933,0.0,3.1,3.4511910196143245,-0.7471485795658367,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,28,-2.4323483519775393,-1.809728854065473,0.0,3.1,-0.9946647342357857,-2.6896978597266292,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,29,-2.415394162607702,-1.8298722125120574,0.0,3.1,-0.9777105448659484,-2.7098412181732137,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,30,-2.3984399732378647,-1.8500155709586419,0.0,3.1,-0.9607563554961112,-2.729984576619798,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,31,-2.381485783868028,-1.870158929405226,0.0,3.1,-0.9438021661262743,-2.750127935066382,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,32,-2.3645315944981906,-1.8903022878518105,0.0,3.1,-0.926847976756437,-2.7702712935129665,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,33,-2.3475774051283533,-1.910445646298395,0.0,3.1,-0.9098937873865998,-2.790414651959551,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,34,-2.330623215758516,-1.9305890047449794,0.0,3.1,-0.8929395980167625,-2.8105580104061354,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,35,-2.313669026388679,-1.9507323631915636,0.0,3.1,-0.8759854086469256,-2.8307013688527194,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,36,-2.296714837018842,-1.970875721638148,0.0,3.1,-0.8590312192770884,-2.850844727299304,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,37,-2.2797606476490047,-1.9910190800847325,0.0,3.1,-0.8420770299072511,-2.8709880857458883,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,38,-2.2628064582791674,-2.0111624385313167,0.0,3.1,-0.8251228405374138,-2.8911314441924727,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,39,-2.2458522689093305,-2.031305796977901,0.0,3.1,-0.808168651167577,-2.911274802639057,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,40,-2.2288980795394933,-2.0514491554244856,0.0,3.1,-0.7912144617977397,-2.9314181610856416,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,41,-2.211943890169656,-2.07159251387107,0.0,3.1,-0.7742602724279024,-2.951561519532226,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,42,4.0394720476610795,0.0,0.0,3.1,5.477155665402833,-0.879969005661156,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,43,4.038626433760202,0.022138105978137406,0.0,3.1,5.476310051501955,-0.8578308996830186,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,44,4.037780819859325,0.04427621195627481,0.0,3.1,5.475464437601079,-0.8356927937048811,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,45,4.036935205958447,0.06641431793441223,0.0,3.1,5.474618823700201,-0.8135546877267438,-2.4090625644197066,0.09
1,bridge floor drift,bridge_floor_drift,46,4.03608959205757,0.08855242391254962,0.0,3.1,5.473773209799323,-0.7914165817486064,-2.4090625644197066,0.09
