comparison_status,note,instrument,chain_points,chain_mean_x12,chain_mean_y12,chain_mean_time,chain_time_span,chain_mean_amp,chain_mean_rel_amp,box_points,box_mean_x12,box_mean_y12,box_mean_time,box_time_span,box_mean_amp,box_mean_rel_amp,dense_points,spiral3d_html,spiral3d_png,spiral3d_csv
OK,8.8-,banjo,2072,0.30286005891534185,-0.16921198385846875,1.5365234111662682,3.55,1.5745083566964146,0.03010078003428345,48914,0.3629222729641222,0.6724106983309394,2.612922586979211,3.55,0.008626668333453347,0.0001686399063141852,4327,E:\Duodecimal_resonant_numeration\Block004_data\banjo\50_spiral3d\banjo_G3_very-long_forte_normal__spiral3d.html,E:\Duodecimal_resonant_numeration\Block004_data\banjo\50_spiral3d\banjo_G3_very-long_forte_normal__spiral3d.png,E:\Duodecimal_resonant_numeration\Block004_data\banjo\50_spiral3d\banjo_G3_very-long_forte_normal__spiral3d_points.csv
OK,8.8-,guitar,2849,0.11224009317858885,0.0347882198655658,1.5360393231821805,4.300000000000001,0.7698423015053236,0.040058140349347605,33535,0.39104223579131625,0.7074257171182987,3.1808104403731576,4.300000000000001,0.003461790511176502,0.00023404943803842547,8737,E:\Duodecimal_resonant_numeration\Block004_data\guitar\50_spiral3d\guitar_G3_very-long_forte_normal__spiral3d.html,E:\Duodecimal_resonant_numeration\Block004_data\guitar\50_spiral3d\guitar_G3_very-long_forte_normal__spiral3d.png,E:\Duodecimal_resonant_numeration\Block004_data\guitar\50_spiral3d\guitar_G3_very-long_forte_normal__spiral3d_points.csv
